experiment,track,template_date,planned_grid_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_purchase_cost_yuan,emergency_purchase_cost_yuan,total_cost_yuan,saving_vs_original_b0_yuan,saving_vs_original_b1_yuan,saving_vs_matched_b0_yuan
weekday,B0,2025-06-29,71771.78428333334,0.0,0.0,1830.4299333333347,4334.4444166666635,56931.12471001999,7269.576910133341,64200.70162015333,96413.83078737004,118903.21546893817,0.0
weekday,B0,2025-06-30,70889.43651666667,0.0,0.0,2944.855150000002,3956.6073666666643,56358.98787342833,11564.796565808341,67923.78443923667,463.561044150003,-6744.285133908445,0.0
weekday,B0,2025-07-01,72256.22476666665,0.0,0.0,9120.239250000004,2509.918616666666,57263.08380050166,33442.348701741685,90705.43250224335,3634.808867019994,-5475.7693743115815,0.0
weekday,B0,2025-07-02,67765.13569999998,0.0,0.0,10312.04486666667,5172.414566666666,53367.76909675333,37933.45211747501,91301.22121422834,-22641.646394756666,-33823.5003836741,0.0
weekday,B0,2025-07-03,65402.80551666666,0.0,0.0,15781.24216666667,1423.6284833333334,51350.01743874166,63049.035182741674,114399.05262148334,-28543.102039401667,-32158.147875519993,0.0
weekday,B0,2025-07-04,38608.51935,0.0,0.0,10710.229250000004,20437.880299999997,28566.04469930833,39763.21647235834,68329.26117166667,-4303.061883176677,-15561.859108522272,0.0
weekday,B0,2025-07-05,38855.65648333333,0.0,0.0,10964.780316666669,21030.356099999997,28421.764548184994,42246.58517127501,70668.34971946,-27287.717722078334,-37233.824095203214,0.0
weekday,B0,2025-07-06,66995.57561666667,0.0,0.0,15132.889766666667,2334.4832833333335,52422.91245532666,61699.01527812501,114121.92773345167,62299.48028352832,83300.77949966125,0.0
weekday,B0,2025-07-07,68841.28671666665,0.0,0.0,9470.565183333338,4902.3688,54161.04910047665,34324.90823685835,88485.957337335,-20136.824255300002,-30896.90639568401,0.0
weekday,B0,2025-07-08,76687.81599999999,0.0,0.0,5060.787050000003,6177.215549999999,59617.48220891,21926.48024129168,81543.96245020168,-95.69233683834318,-8838.456875920005,0.0
weekday,B0,2025-07-09,80434.33616666668,0.0,0.0,1240.4678166666683,7616.079183333331,62988.32387932832,5029.799479483341,68018.12335881166,-434.9112220683164,-5835.480904761658,0.0
weekday,B0,2025-07-10,78853.7162,0.0,0.0,2454.503050000002,8454.595249999998,61905.57170326333,9528.770979100009,71434.34268236335,506.9073182466527,-8256.772231473136,0.0
weekday,B0,2025-07-11,49626.43598333333,0.0,0.0,1528.9945500000008,18636.653133333333,36848.192486178334,5759.838328950003,42608.03081512834,18744.773368251655,6127.339191663879,0.0
weekday,B0,2025-07-12,49934.44636666667,0.0,0.0,1345.851766666668,20196.05393333333,36985.38231929833,4909.907371508338,41895.28969080667,1291.4394755516623,-6746.796850561601,0.0
weekday,B0,2025-07-13,80194.2941,0.0,0.0,835.2469666666677,11761.820866666663,63047.181013233334,3458.3954159916702,66505.57642922501,86432.59953343167,94292.76254430134,0.0
weekday,B0,2025-07-14,77858.44083333333,0.0,0.0,1360.1239833333354,7410.885316666663,60614.247935676656,6252.738043433343,66866.98597911,1054.1740652616718,-932.1260623057315,0.0
weekday,B0,2025-07-15,76396.65436666665,0.0,0.0,2192.0143333333344,5839.617599999999,59646.459469468326,8549.418213900004,68195.87768336834,-516.349943533336,-5666.730535682902,0.0
weekday,B0,2025-07-16,76604.8657,0.0,0.0,2510.9645333333356,6981.267333333331,59708.56495466333,9414.867019825006,69123.43197448834,1381.7566116333328,-7760.185314404815,0.0
weekday,B0,2025-07-17,76915.41325,0.0,0.0,3518.384283333334,7713.381233333332,59973.538228996666,14955.43601938334,74928.97424838001,1137.0954822799977,-5190.032133326778,0.0
weekday,B0,2025-07-18,49609.36579999999,0.0,0.0,830.6310166666677,19165.748116666666,36814.972758915,3295.463031083337,40110.43578999834,21350.878172031655,8568.684050853823,0.0
weekday,B0,2025-07-19,49298.31923333333,0.0,0.0,1236.475733333335,23351.976266666665,36474.44683198833,4509.188146250009,40983.63497823834,2724.9506857166634,-9405.832351427594,0.0
weekday,B0,2025-07-20,77233.42835,0.0,0.0,1842.5914333333353,6986.040983333331,60677.89582657667,6851.664003375008,67529.55982995167,83716.05995416833,103378.20745548187,0.0
weekday,B0,2025-07-21,77765.95958333333,0.0,0.0,1984.2621000000024,5760.47248333333,60841.38302566333,8136.568998183344,68977.95202384668,3403.9116445399995,-4054.341476311245,0.0
weekday,B0,2025-07-22,78378.443,0.0,0.0,1912.3974833333345,6495.695883333331,61516.40033763667,6778.275239450002,68294.67557708667,2932.295287109984,-2769.274343580182,0.0
weekday,B0,2025-07-23,77965.07673333334,0.0,0.0,2967.4467666666687,6715.976399999996,60882.45190283,13249.963699533344,74132.41560236334,655.3652440083242,-8649.362678801379,0.0
weekday,B0,2025-07-24,79020.93993333334,0.0,0.0,1834.4383833333357,7238.906116666667,61993.04244523833,7139.532837100009,69132.57528233834,785.4724233266752,-6046.961178602258,0.0
weekday,B0,2025-07-25,48777.76071666667,0.0,0.0,1147.0594500000016,23419.499666666667,36166.23655943333,4329.159477016674,40495.39603645001,19838.623228931654,8468.07470757133,0.0
weekday,B0,2025-07-26,49008.85326666666,0.0,0.0,1120.9016166666684,21660.662683333332,36334.469901238335,3821.1778738083385,40155.64777504667,964.2649974666638,-6606.895558908334,0.0
weekday,B0,2025-07-27,76909.46461666666,0.0,0.0,3168.4116833333355,6392.687099999997,60299.889104581656,12847.728955083341,73147.618059665,92089.24668703167,108234.36536036362,0.0
weekday,B0,2025-07-28,78381.6595,0.0,0.0,2866.7989166666694,3293.580916666665,61694.51927181499,11902.531244866675,73597.05051668167,-406.24210861000756,-2411.1141030491126,0.0
weekday,B0,2025-07-29,80308.11028333334,0.0,0.0,1524.3329000000006,5763.196983333331,63232.85814905166,6029.068961366669,69261.92711041833,1016.2962569000083,-7733.309901976136,0.0
weekday,B0,2025-07-30,78517.4457,0.0,0.0,2519.456916666669,6933.648616666664,61732.25454001333,10029.064171991677,71761.31871200501,2575.450372359992,-8286.874399148051,0.0
weekday,B0,2025-07-31,78666.3505,0.0,0.0,2411.517183333334,6382.87078333333,61684.74323494332,10741.983681533335,72426.72691647666,-685.4033347266668,-6393.65425425276,0.0
weekday,B0,2025-08-01,48266.70008333334,0.0,0.0,1024.798550000001,28040.138333333332,35817.46508359167,3305.8008328583364,39123.26591645001,22305.20207991499,10491.755254470489,0.0
weekday,B0,2025-08-02,47261.8618,0.0,0.0,1295.6436333333347,27630.48083333333,34928.97777206666,5233.068636916672,40162.04640898333,8.67991943834204,-8218.96355583889,0.0
weekday,B0,2025-08-03,75316.61146666665,0.0,0.0,1273.7323833333353,13750.864549999998,58590.669416081655,5299.61779258334,63890.287208664995,81681.56907270834,92574.14657723595,0.0
weekday,B0,2025-08-04,73043.92168333332,0.0,0.0,2439.754116666669,10068.020599999998,56653.236264926665,9612.601112666674,66265.83737759334,-979.439883253348,-5625.691681727796,0.0
weekday,B0,2025-08-05,73866.52755,0.0,0.0,1644.9800000000016,10359.197149999998,57468.23867356,6763.891077000006,64232.12975056001,146.45473142666015,-8446.577020947283,0.0
weekday,B0,2025-08-06,74378.86755,0.0,0.0,3124.265916666668,9388.733866666666,57911.261657371666,12110.944470058337,70022.20612743,1817.6266942749935,-2976.852674370879,0.0
weekday,B0,2025-08-07,75578.5827,0.0,0.0,1937.9491666666684,14128.546566666666,59096.16073238499,6549.809599133339,65645.97033151833,940.5191271150106,-11081.789544928142,0.0
weekday,B0,2025-08-08,47719.72371666667,0.0,0.0,990.6366500000015,32935.188566666664,35366.432909568335,3746.4228057583396,39112.855715326674,18254.229349913323,4009.9047239109204,0.0
weekday,B0,2025-08-09,46944.494699999996,0.0,0.0,1309.1603500000015,29331.725849999995,34956.712110266664,4464.689853000005,39421.40196326667,1112.7680424616701,-4161.48715023321,0.0
weekday,B0,2025-08-10,74225.04701666666,0.0,0.0,1251.4279833333349,10171.855899999999,57964.62343136,4539.879377850006,62504.502809210004,82241.70939707666,106782.82098603179,0.0
weekday,B0,2025-08-11,73746.56921666666,0.0,0.0,2112.1989666666677,11297.515183333331,57401.82534129666,8860.052772575005,66261.87811387166,821.6312368500076,-9342.298926880088,0.0
weekday,B0,2025-08-12,73634.42801666667,0.0,0.0,2524.253500000001,8398.136316666663,57310.532545530004,10667.16846299167,67977.70100852168,48.92684171999281,-500.81044922888395,0.0
weekday,B0,2025-08-13,74030.69728333333,0.0,0.0,1825.0279833333352,9734.746066666665,57614.79185023667,7311.198646691673,64925.99049692834,-292.2058438716631,-9176.752320057349,0.0
weekday,B0,2025-08-14,72933.51218333333,0.0,0.0,3085.0254666666688,10092.24585,56728.46400455834,13996.598327491674,70725.06233205002,1105.836955528328,-9881.132943505734,0.0
weekday,B0,2025-08-15,47186.88071666667,0.0,0.0,1275.3223833333345,31302.475399999996,35230.513054371666,4190.023770666672,39420.53682503834,19105.10472952832,5208.634027438391,0.0
weekday,B0,2025-08-16,47044.304599999996,0.0,0.0,1116.8480500000014,31231.87235,34943.54762038,4435.673896308339,39379.22151668834,1864.2302581283293,-4693.2992496008665,0.0
weekday,B0,2025-08-17,72351.96958333332,0.0,0.0,2545.7032333333354,11732.279316666663,56199.558149013326,11192.054888683342,67391.61303769666,79569.93395901666,94710.83605542584,0.0
weekday,B0,2025-08-18,73812.61031666666,0.0,0.0,2146.317500000002,11564.811516666665,57554.423650569996,9184.006990091673,66738.43064066167,1042.9435048016749,-4378.010696018886,0.0
weekday,B0,2025-08-19,74274.58803333333,0.0,0.0,1554.1342000000009,11511.061333333331,58208.110850635,5681.412958533337,63889.523809168335,2061.084194041665,-8147.287665731732,0.0
weekday,B0,2025-08-20,73471.71893333334,0.0,0.0,4462.816583333334,7283.843616666663,57341.17493370166,20237.360335008336,77578.53526871,387.7653619900084,122.65990255567885,0.0
weekday,B0,2025-08-21,76430.46726666667,0.0,0.0,1333.9291500000018,11919.977816666666,60470.937039755,4545.238318008338,65016.175357763335,-81.31696400500368,-11369.399919049203,0.0
weekday,B0,2025-08-22,46834.28121666666,0.0,0.0,2099.439650000001,27703.152066666666,34730.440344425,8401.483471383337,43131.92381580833,13406.035632020008,1043.6853699000785,0.0
weekday,B0,2025-08-23,47476.352283333326,0.0,0.0,908.3502333333347,25854.696516666667,35399.187105556666,3138.703906533338,38537.891012090004,671.3657251466648,-9847.829416012912,0.0
weekday,B0,2025-08-24,74116.78371666666,0.0,0.0,2441.0354166666684,12824.23043333333,58114.16843841999,9922.44968885834,68036.61812727833,84720.51104768833,100027.48525355342,0.0
weekday,B0,2025-08-25,75136.00061666666,0.0,0.0,2476.5218000000023,6839.436016666665,58876.73562367499,9849.94817458334,68726.68379825834,905.2989714783325,6193.321722998138,0.0
weekday,B0,2025-08-26,76446.84901666666,0.0,0.0,961.4060500000014,11879.436466666664,59878.151624026665,4086.5140391416726,63964.665663168336,1096.673310413331,-10933.308302586607,0.0
weekday,B0,2025-08-27,75178.9647,0.0,0.0,2037.9814666666684,9302.797666666665,59000.89912670666,9238.619988241673,68239.51911494833,2057.8333047266788,-6461.240052686997,0.0
weekday,B0,2025-08-28,76786.27889999999,0.0,0.0,2020.1863666666682,8038.6703666666635,60591.90902685333,8479.96404585834,69071.87307271168,-558.9200419199915,-1002.8471093498083,0.0
weekday,B0,2025-08-29,48445.642199999995,0.0,0.0,1241.743366666667,27132.164866666666,36316.92864813167,5082.664965791668,41399.59361392334,17750.936769561653,5712.552063111725,0.0
weekday,B0,2025-08-30,48619.0942,0.0,0.0,1025.8067833333348,31132.18018333333,36397.808436721665,3474.110434158339,39871.91887088001,2341.1327840633385,-6165.028268371359,0.0
weekday,B0,2025-08-31,74679.36053333333,0.0,0.0,1770.488083333334,9803.225216666666,58510.29236702666,7349.25850206667,65859.55086909333,83208.59954049002,99808.453389865,0.0
weekday,B0,2025-09-01,74789.94938333333,0.0,0.0,5.030933333333223,21220.84591666666,58521.56502776833,27.559452799999395,58549.12448056833,-339.946614319997,-11699.90147299927,0.0
weekday,B0,2025-09-02,72845.04381666667,0.0,0.0,1435.478133333333,20222.766449999996,57104.903354136666,6709.425971683331,63814.32932582,-2549.8678864599933,-10688.119933004622,0.0
weekday,B0,2025-09-03,74048.11163333333,0.0,0.0,318.54780000000005,18818.94233333333,58242.34781394666,1201.4821831666673,59443.82999711333,1937.2277670900075,-7399.426029448114,0.0
weekday,B0,2025-09-04,74998.4918,0.0,0.0,737.0783666666665,21810.00406666666,58919.145934714994,3653.581340674999,62572.727275389996,-1242.275051253324,-13340.039915319496,0.0
weekday,B0,2025-09-05,48336.55878333333,0.0,0.0,3.6359500000000367,41515.93323333333,36482.373300405,15.921825050000162,36498.295125455,14712.592052374996,236.3603084506758,0.0
weekday,B0,2025-09-06,48185.701266666656,0.0,0.0,218.08736666666707,40682.70523333333,36043.08342631166,884.4014338500015,36927.48486016166,-2883.2785378766566,-14730.668798252955,0.0
weekday,B0,2025-09-07,74540.54895,0.0,0.0,124.92035000000013,19704.485299999993,59067.45360291666,405.1800836250006,59472.63368654167,76699.01612104167,101330.1225592987,0.0
weekday,B0,2025-09-08,63827.21191666666,0.0,0.0,3496.2603500000023,7927.902066666666,50181.4358122,13946.055837058342,64127.49164925834,380.6809146849846,-3442.8391868417093,0.0
weekday,B0,2025-09-09,66147.18229999999,0.0,0.0,1477.6794833333352,14522.02748333333,52143.727911229995,5875.672095508338,58019.40000673833,-1097.784567626666,-13837.994285263456,0.0
weekday,B0,2025-09-10,65481.07059999999,0.0,0.0,3339.666333333335,7504.738033333332,51342.815138796665,15746.41585143334,67089.23099023,-220.81715267000254,4186.107340633738,0.0
weekday,B0,2025-09-11,66676.39796666667,0.0,0.0,1250.6517166666692,14430.963483333331,53006.221608199994,5133.945231758344,58140.166839958336,503.69115987667465,-12482.09215580987,0.0
weekday,B0,2025-09-12,38820.272549999994,0.0,0.0,1483.2689000000005,28751.88485,29221.966182225,5391.329411091669,34613.29559331667,16964.103464926666,2099.962660703517,0.0
weekday,B0,2025-09-13,39459.59471666667,0.0,0.0,1245.0173833333336,32697.509700000002,29550.605059753332,4959.555318700001,34510.160378453336,-295.1606401066674,-10206.055312747289,0.0
weekday,B0,2025-09-14,65919.59756666666,0.0,0.0,2087.449400000002,7907.7225666666645,52241.22150294167,8256.727692150009,60497.94919509168,85430.27754986833,110342.59912026432,0.0
weekday,B0,2025-09-15,66786.91125,0.0,0.0,1938.7997666666681,13658.680516666664,52826.83523356666,7618.120076375008,60444.955309941666,17.478333483340975,-12954.222958618942,0.0
weekday,B0,2025-09-16,66935.53384999999,0.0,0.0,1480.2013833333347,8923.96563333333,52978.00927327499,5460.9983464833385,58439.007619758326,1164.2962941966834,-1903.264124663874,0.0
weekday,B0,2025-09-17,66340.73368333332,0.0,0.0,2327.4274500000015,8708.042733333332,52353.91623436333,10113.900983000007,62467.817217363336,347.7306680000038,-5549.80904348247,0.0
weekday,B0,2025-09-18,66941.53266666665,0.0,0.0,1250.3405500000026,9235.822216666664,53263.05494393833,5087.934711541677,58350.98965548001,1557.3933502016735,-9774.72862464891,0.0
weekday,B0,2025-09-19,39445.642933333336,0.0,0.0,1521.4973666666676,24865.7879,29541.240361863333,5666.120047458338,35207.36040932167,18030.534628379988,4092.1872990919073,0.0
weekday,B0,2025-09-20,39607.92065,0.0,0.0,1536.188200000001,25498.67515,29745.61085126833,6105.380820725005,35850.99167199334,555.0019489483311,-8460.697334966913,0.0
weekday,B0,2025-09-21,69170.8608,0.0,0.0,952.3795500000016,11835.75255,55100.718808804995,3900.364499791673,59001.083308596666,80693.23138987669,97399.01288622341,0.0
weekday,B0,2025-09-22,65613.16713333334,0.0,0.0,3155.5512666666677,8154.698299999998,51929.67269073667,12681.934012108333,64611.606702845005,636.6110809699967,-10322.630404757787,0.0
weekday,B0,2025-09-23,68354.53644999999,0.0,0.0,1994.1523000000022,8232.072449999998,54064.48204513,8836.803857125007,62901.285902255004,752.8934573949955,-6559.621849936055,0.0
weekday,B0,2025-09-24,68366.79668333332,0.0,0.0,1792.3352666666688,9095.906749999998,54188.56673495666,7672.991461466674,61861.55819642333,-179.9525647733317,-11346.405146910809,0.0
weekday,B0,2025-09-25,68019.45301666667,0.0,0.0,2188.6906166666686,9872.694833333331,54383.08270811333,8118.550068850007,62501.632776963335,-1246.4960353116621,-12852.010749483336,0.0
weekday,B0,2025-09-26,40418.93128333333,0.0,0.0,759.788366666667,23484.476150000002,30382.832594318334,2622.883602225001,33005.71619654333,20973.391288094994,7133.045515708582,0.0
weekday,B0,2025-09-27,40128.16646666666,0.0,0.0,2209.2598833333345,24536.12345,30236.531903536667,8444.433952550004,38680.96585608667,480.7615322083366,-4701.529323911855,0.0
weekday,B0,2025-09-28,68915.03958333333,0.0,0.0,2309.1409333333363,7736.551716666665,54801.96950253999,9756.102022366676,64558.07152490667,84142.88434987,100699.8939910853,0.0
weekday,B0,2025-09-29,69382.85676666666,0.0,0.0,1490.891483333336,8113.856349999998,55207.689706134996,5984.571383458346,61192.26108959334,1149.2556032849898,-11407.987691446302,0.0
weekday,B0,2025-09-30,68998.81743333333,0.0,0.0,3072.703133333336,6649.345466666664,55199.01240488333,12220.489045866676,67419.50145075,669.0406668383366,-7096.917596114807,0.0
weekday,B0,2025-10-01,70815.05601666667,0.0,0.0,212.30291666666753,21365.83713333333,56376.28794239999,547.5695290250023,56923.85747142499,483.099462326667,-12667.505511526688,0.0
weekday,B0,2025-10-02,66432.50786666665,0.0,0.0,1167.2330333333343,15868.957699999997,52530.199913159995,4802.923632833339,57333.12354599334,-1437.096171728328,-12035.961599923336,0.0
weekday,B0,2025-10-03,39116.691999999995,0.0,0.0,471.1285500000002,31770.665949999995,29331.38331744,1296.589694416667,30627.973011856666,18854.486399281668,3763.093041433327,0.0
weekday,B0,2025-10-04,40627.0291,0.0,0.0,674.8198333333335,28205.86733333333,30593.62777598,2322.983192158334,32916.61096813833,1321.9122376533342,-6073.186788355495,0.0
weekday,B0,2025-10-05,68524.05183333333,0.0,0.0,560.3867500000005,14348.47788333333,54383.87127610666,1567.3826711250017,55951.253947231664,84510.56221967499,99075.56359926221,0.0
weekday,B0,2025-10-06,67722.04738333332,0.0,0.0,925.8286833333341,10914.767366666663,53736.951510734994,3622.037439491669,57358.98895022666,1417.7419413316748,-5727.007551881659,0.0
